Task ID,Task Name,Work Role,Category
4522,KSA,General,General
4523,KSA,General,General
4524,KSA,General,General
4525,KSA,General,General
4526,KSA,General,General
4527,KSA,General,General
4528,KSA,General,General
4529,KSA,General,General
4530,KSA,General,General
4531,KSA,General,General
4532,KSA,General,General
4533,KSA,General,General
4534,KSA,General,General
4535,KSA,General,General
4536,KSA,General,General
4537,KSA,General,General
4538,KSA,General,General
4539,KSA,General,General
4540,KSA,General,General
4541,KSA,General,General
4542,KSA,General,General
4543,KSA,General,General
4544,KSA,General,General
4545,KSA,General,General
4546,KSA,General,General
4547,KSA,General,General
4548,KSA,General,General
4549,KSA,General,General
4550,KSA,General,General
4551,KSA,General,General
4552,KSA,General,General
4553,KSA,General,General
4554,KSA,General,General
4555,KSA,General,General
4556,KSA,General,General
4557,KSA,General,General
4558,KSA,General,General
4559,KSA,General,General
4560,KSA,General,General
4561,KSA,General,General
4562,KSA,General,General
4563,KSA,General,General
4564,KSA,General,General
4565,KSA,General,General
4566,KSA,General,General
4567,KSA,General,General
4568,KSA,General,General
4569,KSA,General,General
4570,KSA,General,General
4571,KSA,General,General
4572,KSA,General,General
4573,KSA,General,General
4574,KSA,General,General
4575,KSA,General,General
4576,KSA,General,General
4577,KSA,General,General
4578,KSA,General,General
4579,KSA,General,General
4580,KSA,General,General
4581,KSA,General,General
4582,KSA,General,General
4583,KSA,General,General
4584,KSA,General,General
4585,KSA,General,General
4586,KSA,General,General
4587,KSA,General,General
4588,KSA,General,General
4589,KSA,General,General
4590,KSA,General,General
4591,KSA,General,General
4592,KSA,General,General
4593,KSA,General,General
4594,KSA,General,General
4595,KSA,General,General
4596,KSA,General,General
4597,KSA,General,General
4598,KSA,General,General
4599,KSA,General,General
4600,KSA,General,General
4601,KSA,General,General
4602,KSA,General,General
4603,KSA,General,General
4604,KSA,General,General
4605,KSA,General,General
4606,KSA,General,General
4607,KSA,General,General
4608,KSA,General,General
4609,KSA,General,General
4610,KSA,General,General
4611,KSA,General,General
4612,KSA,General,General
4613,KSA,General,General
4614,KSA,General,General
4615,KSA,General,General
4616,KSA,General,General
4617,KSA,General,General
4618,KSA,General,General
4619,KSA,General,General
4620,KSA,General,General
4621,KSA,General,General
4622,KSA,General,General
4623,KSA,General,General
4624,KSA,General,General
4625,KSA,General,General
4626,KSA,General,General
4627,KSA,General,General
4628,KSA,General,General
4629,KSA,General,General
4630,KSA,General,General
4631,KSA,General,General
4632,KSA,General,General
4633,KSA,General,General
4634,KSA,General,General
4635,KSA,General,General
4636,KSA,General,General
4637,KSA,General,General
4638,KSA,General,General
4639,KSA,General,General
4640,KSA,General,General
4641,KSA,General,General
4642,KSA,General,General
4643,KSA,General,General
4644,KSA,General,General
4645,KSA,General,General
4646,KSA,General,General
4647,KSA,General,General
4648,KSA,General,General
4649,KSA,General,General
4650,KSA,General,General
4651,KSA,General,General
4652,KSA,General,General
4653,KSA,General,General
4654,KSA,General,General
4655,KSA,General,General
4656,KSA,General,General
4657,KSA,General,General
4658,KSA,General,General
4659,KSA,General,General
4660,KSA,General,General
4661,KSA,General,General
4662,KSA,General,General
4663,KSA,General,General
4664,KSA,General,General
4665,KSA,General,General
4666,KSA,General,General
4667,KSA,General,General
4668,KSA,General,General
4669,KSA,General,General
4670,KSA,General,General
4671,KSA,General,General
4672,KSA,General,General
4673,KSA,General,General
4674,KSA,General,General
4675,KSA,General,General
4676,KSA,General,General
4677,KSA,General,General
4678,KSA,General,General
4679,KSA,General,General
4680,KSA,General,General
4681,KSA,General,General
4682,KSA,General,General
4683,KSA,General,General
4684,KSA,General,General
4685,KSA,General,General
4686,KSA,General,General
4687,KSA,General,General
4688,KSA,General,General
4689,KSA,General,General
4690,KSA,General,General
4691,KSA,General,General
4692,KSA,General,General
4693,KSA,General,General
4694,KSA,General,General
4695,KSA,General,General
4696,KSA,General,General
4697,KSA,General,General
4698,KSA,General,General
4699,KSA,General,General
4700,KSA,General,General
4701,KSA,General,General
4702,KSA,General,General
4703,KSA,General,General
6000,KSA,General,General
6010,KSA,General,General
6020,KSA,General,General
6030,KSA,General,General
6040,KSA,General,General
6050,KSA,General,General
6060,KSA,General,General
6070,KSA,General,General
6090,KSA,General,General
6100,KSA,General,General
6110,KSA,General,General
6120,KSA,General,General
6130,KSA,General,General
6140,KSA,General,General
6150,KSA,General,General
6160,KSA,General,General
6170,KSA,General,General
6180,KSA,General,General
6200,KSA,General,General
6210,KSA,General,General
6230,KSA,General,General
6240,KSA,General,General
6250,KSA,General,General
6270,KSA,General,General
6290,KSA,General,General
6300,KSA,General,General
6310,KSA,General,General
6311,KSA,General,General
6320,KSA,General,General
6330,KSA,General,General
6340,KSA,General,General
6350,KSA,General,General
6360,KSA,General,General
6370,KSA,General,General
6380,KSA,General,General
6390,KSA,General,General
6400,KSA,General,General
6410,KSA,General,General
6420,KSA,General,General
6430,KSA,General,General
6440,KSA,General,General
6450,KSA,General,General
6480,KSA,General,General
6490,KSA,General,General
6500,KSA,General,General
6520,KSA,General,General
6530,KSA,General,General
6560,KSA,General,General
6570,KSA,General,General
6580,KSA,General,General
6590,KSA,General,General
6600,KSA,General,General
6610,KSA,General,General
6620,KSA,General,General
6630,KSA,General,General
6640,KSA,General,General
6641,KSA,General,General
6650,KSA,General,General
6651,KSA,General,General
6660,KSA,General,General
6670,KSA,General,General
6680,KSA,General,General
6690,KSA,General,General
6700,KSA,General,General
6710,KSA,General,General
6720,KSA,General,General
6730,KSA,General,General
6740,KSA,General,General
6750,KSA,General,General
6760,KSA,General,General
6800,KSA,General,General
6810,KSA,General,General
6820,KSA,General,General
6850,KSA,General,General
6860,KSA,General,General
6870,KSA,General,General
6890,KSA,General,General
6900,KSA,General,General
6910,KSA,General,General
6911,KSA,General,General
6912,KSA,General,General
6913,KSA,General,General
6914,KSA,General,General
6915,KSA,General,General
6915A,KSA,General,General
6916,KSA,General,General
6917,KSA,General,General
6918,KSA,General,General
6919,KSA,General,General
6920,KSA,General,General
6921,KSA,General,General
6922,KSA,General,General
6923,KSA,General,General
6925,KSA,General,General
6926,KSA,General,General
6927,KSA,General,General
6928,KSA,General,General
6929,KSA,General,General
6930,KSA,General,General
6931,KSA,General,General
6932,KSA,General,General
6933,KSA,General,General
6934,KSA,General,General
6935,KSA,General,General
6936,KSA,General,General
6937,KSA,General,General
6938,KSA,General,General
6939,KSA,General,General
6940,KSA,General,General
6941,KSA,General,General
6942,KSA,General,General
6943,KSA,General,General
6944,KSA,General,General
6945,KSA,General,General
6946,KSA,General,General
6947,KSA,General,General
6948,KSA,General,General
6949,KSA,General,General
7000,KSA,General,General
7001,KSA,General,General
7003,KSA,General,General
7003A,KSA,General,General
7004,KSA,General,General
7004A,KSA,General,General
7005,KSA,General,General
7006,KSA,General,General
7006A,KSA,General,General
7007,KSA,General,General
7008,KSA,General,General
7009,KSA,General,General
7009A,KSA,General,General
7010,KSA,General,General
7011,KSA,General,General
7012,KSA,General,General
7012A,KSA,General,General
7013,KSA,General,General
7014,KSA,General,General
7015,KSA,General,General
7016,KSA,General,General
7017,KSA,General,General
7018,KSA,General,General
7019,KSA,General,General
7020,KSA,General,General
7021,KSA,General,General
7022,KSA,General,General
7024,KSA,General,General
7025,KSA,General,General
7025A,KSA,General,General
7026,KSA,General,General
7027,KSA,General,General
7028,KSA,General,General
7028A,KSA,General,General
7029,KSA,General,General
7030,KSA,General,General
7031,KSA,General,General
7032,KSA,General,General
7033,KSA,General,General
7034,KSA,General,General
7034A,KSA,General,General
7035,KSA,General,General
7036,KSA,General,General
7036A,KSA,General,General
7037,KSA,General,General
7038,KSA,General,General
7039,KSA,General,General
7040,KSA,General,General
7041,KSA,General,General
7042,KSA,General,General
7043,KSA,General,General
7044,KSA,General,General
7045,KSA,General,General
7046,KSA,General,General
7047,KSA,General,General
7048,KSA,General,General
7049,KSA,General,General
7050,KSA,General,General
7051,KSA,General,General
7052,KSA,General,General
7053,KSA,General,General
7054,KSA,General,General
7054A,KSA,General,General
7055,KSA,General,General
7056,KSA,General,General
7057,KSA,General,General
7058,KSA,General,General
7059,KSA,General,General
7060,KSA,General,General
7061,KSA,General,General
7062,KSA,General,General
7063,KSA,General,General
7064,KSA,General,General
7065,KSA,General,General
7066,KSA,General,General
7067,KSA,General,General
7068,KSA,General,General
7069,KSA,General,General
7070,KSA,General,General
7070A,KSA,General,General
7071,KSA,General,General
7072,KSA,General,General
7073,KSA,General,General
7074,KSA,General,General
7075,KSA,General,General
7076,KSA,General,General
7077,KSA,General,General
7077A,KSA,General,General
7078,KSA,General,General
7079,KSA,General,General
7080,KSA,General,General
7081,KSA,General,General
7082,KSA,General,General
7083,KSA,General,General
7084,KSA,General,General
7085,KSA,General,General
7086,KSA,General,General
7087,KSA,General,General
7088,KSA,General,General
7089,KSA,General,General
7090,KSA,General,General
7091,KSA,General,General
7092,KSA,General,General
7093,KSA,General,General
7094,KSA,General,General
7095,KSA,General,General
7096,KSA,General,General
7097,KSA,General,General
7098,KSA,General,General
7099,KSA,General,General
7100,KSA,General,General
7101,KSA,General,General
7102,KSA,General,General
7103,KSA,General,General
7104,KSA,General,General
7105,KSA,General,General
7106,KSA,General,General
7107,KSA,General,General
7108,KSA,General,General
7109,KSA,General,General
7110,KSA,General,General
