task_id,task_name,nist_sp_id,task_description,work_role,category
2306,Task,T0323,Develop or assist in the development of written tests for measuring and assessing learner proficiency.,General,Task
2308,Task,T0665,"Develop or participate in the development of standards for providing, requesting, and/or obtaining support from external partners to synchronize cyber operations.",General,Task
2309,Task,T0666,"Develop or shape international cyber engagement strategies, policies, and activities to meet organization objectives.",General,Task
2310,Task,T0667,Develop potential courses of action.,General,Task
2311,Task,T0668,"Develop procedures for providing feedback to collection managers, asset managers, and processing, exploitation and dissemination centers.",General,Task
2322,Task,T0669,"Develop strategy and processes for partner planning, operations, and capability development.",General,Task
2327,Task,T0670,"Develop, implement, and recommend changes to appropriate planning procedures and policies.",General,Task
2328,Task,T0671,"Develop, maintain, and assess cyber cooperation security agreements with external partners.",General,Task
2331,Task,T0672,"Devise, document, and validate cyber operation strategy, and planning documents.",General,Task
2335,Task,T0324,Direct software programming and development of documentation.,General,Task
2341,Task,T0673,Disseminate reports to inform decision makers on collection issues.,General,Task
2342,Task,T0674,Disseminate tasking messages and collection plans.,General,Task
2343,Task,T0325,Document a system's purpose and preliminary system security concept of operations.,General,Task
2347,Task,T0675,Conduct and document an assessment of the collection results using established procedures.,General,Task
2352,Task,T0676,Draft cyber intelligence collection and production requirements.,General,Task
2353,Task,T0677,"Edit or execute simple scripts (e.g., PERL, VBS) on Windows and UNIX systems.",General,Task
2354,Task,T0326,Employ configuration management processes.,General,Task
2356,Task,T0678,Engage customers to understand customers’ intelligence needs and wants.,General,Task
2365,Task,T0679,Ensure operational planning efforts are effectively transitioned to current operations.,General,Task
2368,Task,T0680,Ensure that intelligence planning activities are integrated and synchronized with operational planning timelines.,General,Task
2373,Task,T0681,"Establish alternative processing, exploitation and dissemination pathways to address identified issues or problems.",General,Task
2375,Task,T0682,Validate the link between collection requests and critical information requirements and priority intelligence requirements of leadership.,General,Task
2376,Task,T0683,"Establish processing, exploitation and dissemination management activity using approved guidance and/or procedures.",General,Task
2378,Task,T0684,Estimate operational effects generated through cyber activities.,General,Task
2379,Task,T0685,Evaluate threat decision-making processes.,General,Task
2379A,Task,T0686,Identify threat vulnerabilities.,General,Task
2379B,Task,T0687,Identify threats to Blue Force vulnerabilities.,General,Task
2382,Task,T0688,Evaluate available capabilities against desired effects in order to recommend efficient solutions.,General,Task
2384,Task,T0689,Evaluate extent to which collected information and/or produced intelligence satisfy information requests.,General,Task
2386,Task,T0690,Evaluate intelligence estimates to support the planning cycle.,General,Task
2388,Task,T0327,Evaluate network infrastructure vulnerabilities to enhance capabilities being developed.,General,Task
2390,Task,T0328,Evaluate security architectures and designs to determine the adequacy of security design and architecture proposed or provided in response to requirements contained in acquisition documents.,General,Task
2392,Task,T0691,Evaluate the conditions that affect employment of available cyber intelligence capabilities.,General,Task
2393,Task,T0692,Generate and evaluate the effectiveness of network analysis strategies.,General,Task
2397,Task,T0693,Evaluate extent to which collection operations are synchronized with operational requirements.,General,Task
2398,Task,T0694,Evaluate the effectiveness of collection operations against the collection plan.,General,Task
2400,Task,T0695,Examine intercept-related metadata and content with an understanding of targeting significance.,General,Task
2408,Task,T0696,"Exploit network devices, security devices, and/or terminals or environments using various methods or tools.",General,Task
2412,Task,T0697,Facilitate access enabling by physical and/or wireless means.,General,Task
2414,Task,T0698,"Facilitate continuously updated intelligence, surveillance, and visualization input to common operational picture managers.",General,Task
2416,Task,T0699,Facilitate interactions between internal and external partner decision makers to synchronize and integrate courses of action in support of objectives.,General,Task
2417,Task,T0700,Facilitate the sharing of “best practices” and “lessons learned” throughout the cyber operations community.,General,Task
2419,Task,T0701,"Collaborate with developers, conveying target and technical knowledge in tool requirements submissions, to enhance tool development.",General,Task
2420,Task,T0329,Follow software and systems engineering life cycle standards and processes.,General,Task
2421,Task,T0702,Formulate collection strategies based on knowledge of available intelligence discipline capabilities and gathering methods that align multi-discipline collection capabilities and accesses with targets and their observables.,General,Task
2422,Task,T0703,"Gather and analyze data (e.g., measures of effectiveness) to determine effectiveness, and provide reporting for follow-on activities.",General,Task
2424,Task,T0704,Incorporate cyber operations and communications security support plans into organization objectives.,General,Task
2425,Task,T0705,Incorporate intelligence and counterintelligence to support plan development.,General,Task
2427,Task,T0706,"Gather information about networks through traditional and alternative techniques, (e.g., social network analysis, call-chaining, traffic analysis.)",General,Task
2429,Task,T0707,Generate requests for information.,General,Task
2434,Task,T0708,"Identify threat tactics, and methodologies.",General,Task
2435,Task,T0709,Identify all available partner intelligence capabilities and limitations supporting cyber operations.,General,Task
2441,Task,T0710,"Identify and evaluate threat critical capabilities, requirements, and vulnerabilities.",General,Task
2442,Task,T0711,"Identify, draft, evaluate, and prioritize relevant intelligence or information requirements.",General,Task
2443,Task,T0712,Identify and manage security cooperation priorities with external partners.,General,Task
2446,Task,T0713,Identify and submit intelligence requirements for the purposes of designating priority information requirements.,General,Task
2451,Task,T0714,"Identify collaboration forums that can serve as mechanisms for coordinating processes, functions, and outputs with specified organizations and functional groups.",General,Task
2453,Task,T0715,Identify collection gaps and potential collection strategies against targets.,General,Task
2456,Task,T0716,Identify coordination requirements and procedures with designated collection authorities.,General,Task
2458,Task,T0717,Identify critical target elements.,General,Task
2459,Task,T0718,Identify intelligence gaps and shortfalls.,General,Task
2459A,Task,T0719,Identify cyber intelligence gaps and shortfalls.,General,Task
2461,Task,T0720,Identify gaps in our understanding of target technology and developing innovative collection approaches.,General,Task
2464,Task,T0721,"Identify issues or problems that can disrupt and/or degrade processing, exploitation and dissemination architecture effectiveness.",General,Task
2469,Task,T0722,Identify network components and their functionality to enable analysis and target development.,General,Task
2475,Task,T0723,Identify potential collection disciplines for application against priority information requirements.,General,Task
2477,Task,T0724,Identify potential points of strength and vulnerability within a network.,General,Task
2479,Task,T0725,"Identify and mitigate risks to collection management ability to support the plan, operations and target cycle.",General,Task
2484,Task,T0726,"Identify the need, scope, and timeframe for applicable intelligence environment preparation derived production.",General,Task
2490,Task,T0727,"Identify, locate, and track targets via geospatial analysis techniques.",General,Task
2509,Task,T0728,Provide input to or develop courses of action based on threat factors.,General,Task
2513,Task,T0729,Inform external partners of the potential effects of new or revised policy and guidance on cyber operations partnering activities.,General,Task
2514,Task,T0730,"Inform stakeholders (e.g., collection managers, asset managers, processing, exploitation and dissemination centers) of evaluation results using established procedures.",General,Task
2515,Task,T0731,Initiate requests to guide tasking and assist with collection management.,General,Task
2524,Task,T0732,Integrate cyber planning/targeting efforts with other organizations.,General,Task
2528,Task,T0733,Interpret environment preparations assessments to determine a course of action.,General,Task
2529,Task,T0734,Issue requests for information.,General,Task
2532,Task,T0735,Lead and coordinate intelligence support to operational planning.,General,Task
2534,Task,T0736,Lead or enable exploitation operations in support of organization objectives and target requirements.,General,Task
2538,Task,T0737,Link priority collection requirements to optimal assets and resources.,General,Task
2541,Task,T0330,Maintain assured message delivery systems.,General,Task
2542,Task,T0738,"Maintain awareness of advancements in hardware and software technologies (e.g., attend training or conferences, reading) and their potential implications.",General,Task
2549,Task,T0331,Maintain incident tracking and solution database.,General,Task
2558,Task,T0739,Maintain relationships with internal and external partners involved in cyber planning or related areas.,General,Task
2559,Task,T0740,Maintain situational awareness and functionality of organic operational infrastructure.,General,Task
2561,Task,T0741,Maintain situational awareness of cyber-related intelligence requirements and associated tasking.,General,Task
2562,Task,T0742,Maintain situational awareness of partner capabilities and activities.,General,Task
2564,Task,T0743,Maintain situational awareness to determine if changes to the operating environment require review of the plan.,General,Task
2565,Task,T0744,"Maintain target lists (i.e., RTL, JTL, CTL, etc.).",General,Task
2568,Task,T0745,Make recommendations to guide collection in support of customer requirements.,General,Task
2587,Task,T0746,Modify collection requirements as necessary.,General,Task
2590,Task,T0747,Monitor and evaluate integrated cyber operations to identify opportunities to meet organization objectives.,General,Task
2593,Task,T0748,"Monitor and report changes in threat dispositions, activities, tactics, capabilities, objectives, etc. as related to designated cyber operations warning problem sets.",General,Task
2594,Task,T0749,Monitor and report on validated threat activities.,General,Task
2597,Task,T0750,Monitor completion of reallocated collection efforts.,General,Task
2602,Task,T0751,Monitor open source websites for hostile content directed towards organizational or partner interests.,General,Task
2603,Task,T0752,Monitor operational environment and report on adversarial activities which fulfill leadership’s priority information requirements.,General,Task
2604,Task,T0753,"Monitor operational status and effectiveness of the processing, exploitation and dissemination architecture.",General,Task
2608,Task,T0754,Monitor target networks to provide indications and warning of target communications changes or processing failures.,General,Task
2609,Task,T0755,Monitor the operational environment for potential factors and risks to the collection operation management process.,General,Task
2611,Task,T0332,"Notify designated managers, cyber incident responders, and cybersecurity service provider team members of suspected cyber incidents and articulate the event's history, status, and potential impact for further action in accordance with the organization's cyber incident response plan.",General,Task
2612,Task,T0756,Operate and maintain automated systems for gaining and maintaining access to target systems.,General,Task
2613,Task,T0757,Optimize mix of collection assets and resources to increase effectiveness and efficiency against essential information associated with priority intelligence requirements.,General,Task
2617,Task,T0758,"Produce timely, fused, all-source cyber operations intelligence and/or indications and warnings intelligence products (e.g., threat assessments, briefings, intelligence studies, country studies).",General,Task
2618,Task,T0759,"Contribute to the review and refinement of policy, to include assessments of the consequences of endorsing or not endorsing such policy.",General,Task
2619,Task,T0760,"Provide subject matter expertise to planning teams, coordination groups, and task forces as necessary.",General,Task
2621,Task,T0761,Provide SME and support to planning/developmental forums and working groups as appropriate.,General,Task
2624,Task,T0763,"Conduct long-range, strategic planning efforts with internal and external partners in cyber activities.",General,Task
2626,Task,T0764,Provide subject matter expertise to planning efforts with internal and external cyber operations partners.,General,Task
2628A,Task,T0765,Provide subject matter expertise to development of exercises.,General,Task
2630,Task,T0766,Propose policy which governs interactions with external coordination groups.,General,Task
2639,Task,T0767,Perform content and/or metadata analysis to meet organization objectives.,General,Task
2660,Task,T0768,Conduct cyber activities to degrade/remove information resident in computers and computer networks.,General,Task
2677,Task,T0769,Perform targeting automation activities.,General,Task
2685,Task,T0770,Develop website characterizations.,General,Task
2685A,Task,T0771,Provide subject matter expertise to website characterizations.,General,Task
2692,Task,T0334,"Ensure that all systems components can be integrated and aligned (e.g., procedures, databases, policies, software, and hardware).",General,Task
2702,Task,T0772,Prepare for and provide subject matter expertise to exercises.,General,Task
2705,Task,T0773,Prioritize collection requirements for collection platforms based on platform capabilities.,General,Task
2708,Task,T0774,Process exfiltrated data for analysis and/or dissemination to customers.,General,Task
2714,Task,T0775,Produce network reconstructions.,General,Task
2716,Task,T0776,Produce target system analysis products.,General,Task
2718,Task,T0777,Profile network or system administrators and their activities.,General,Task
2719,Task,T0778,Profile targets and their activities.,General,Task
2726,Task,T0779,Provide advice/assistance to operations and intelligence decision makers with reassignment of collection assets and resources in response to dynamic operational situations.,General,Task
2727,Task,T0780,Provide advisory and advocacy support to promote collection planning as an integrated component of the strategic campaign plans and other adaptive plans.,General,Task
2728,Task,T0781,Provide aim point and re-engagement recommendations.,General,Task
2730,Task,T0782,Provide analyses and support for effectiveness assessment.,General,Task
2735,Task,T0783,Provide current intelligence support to critical internal/external stakeholders as appropriate.,General,Task
2736,Task,T0784,Provide cyber focused guidance and advice on intelligence support plan inputs.,General,Task
2738,Task,T0785,"Provide evaluation and feedback necessary for improving intelligence production, intelligence reporting, collection requirements, and operations.",General,Task
2745,Task,T0786,Provide information and assessments for the purposes of informing leadership and customers; developing and refining objectives; supporting operation planning and execution; and assessing the effects of operations.,General,Task
2746,Task,T0787,"Provide input for the development and refinement of the cyber operations objectives, priorities, strategies, plans, and programs.",General,Task
2747,Task,T0788,Provide input and assist in post-action effectiveness assessments.,General,Task
2748,Task,T0789,Provide input and assist in the development of plans and guidance.,General,Task
2749,Task,T0790,Provide input for targeting effectiveness assessments for leadership acceptance.,General,Task
2752,Task,T0791,Provide input to the administrative and logistical elements of an operational support plan.,General,Task
2754,Task,T0792,"Provide intelligence analysis and support to designated exercises, planning activities, and time sensitive operations.",General,Task
2757,Task,T0793,"Provide effectiveness support to designated exercises, and/or time sensitive operations.",General,Task
2760,Task,T0794,Provide operations and re-engagement recommendations.,General,Task
2761,Task,T0795,Provide planning support between internal and external partners.,General,Task
2762,Task,T0796,Provide real-time actionable geolocation information.,General,Task
2767,Task,T0797,Provide target recommendations which meet leadership objectives.,General,Task
2768,Task,T0798,Provide targeting products and targeting support as designated.,General,Task
2770,Task,T0799,Provide time sensitive targeting support.,General,Task
2771,Task,T0800,"Provide timely notice of imminent or hostile intentions or activities which may impact organization objectives, resources, or capabilities.",General,Task
2772,Task,T0335,"Build, install, configure, and test dedicated cyber defense hardware.",General,Task
2778,Task,T0801,"Recommend refinement, adaption, termination, and execution of operational plans as appropriate.",General,Task
2779,Task,T0802,Review appropriate information sources to determine validity and relevance of information gathered.,General,Task
2781,Task,T0803,Reconstruct networks in diagram or report format.,General,Task
2783,Task,T0804,Record information collection and/or environment preparation activities against targets during operations designed to achieve cyber effects.,General,Task
2789,Task,T0805,Report intelligence-derived significant network events and intrusions.,General,Task
2793,Task,T0806,"Request discipline-specific processing, exploitation, and disseminate information collected using discipline's collection assets and resources in accordance with approved guidance and/or procedures.",General,Task
2798,Task,T0807,"Research communications trends in emerging technologies (in computer and telephony networks, satellite, cable, and wireless) in both open and classified sources.",General,Task
2806,Task,T0808,Review and comprehend organizational leadership objectives and guidance for planning.,General,Task
2807,Task,T0809,Review capabilities of allocated collection assets.,General,Task
2809,Task,T0810,Review intelligence collection guidance for accuracy/applicability.,General,Task
2810,Task,T0811,Review list of prioritized collection requirements and essential information.,General,Task
2812,Task,T0812,"Review and update overarching collection plan, as required.",General,Task
2816,Task,T0813,"Review, approve, prioritize, and submit operational requirements for research, development, and/or acquisition of cyber capabilities.",General,Task
2817,Task,T0814,Revise collection matrix based on availability of optimal assets and resources.,General,Task
2818,Task,T0815,Sanitize and minimize information to protect sources and methods.,General,Task
2819,Task,T0816,Scope the cyber intelligence planning effort.,General,Task
2822,Task,T0817,Serve as a conduit of information from partner teams by identifying subject matter experts who can assist in the investigation of complex or unusual situations.,General,Task
2823,Task,T0818,Serve as a liaison with external partners.,General,Task
2827,Task,T0819,"Solicit and manage to completion feedback from requestors on quality, timeliness, and effectiveness of collection against collection requirements.",General,Task
2828,Task,T0820,Specify changes to collection plan and/or operational environment that necessitate re-tasking or re-directing of collection assets and resources.,General,Task
2829,Task,T0821,Specify discipline-specific collections and/or taskings that must be executed in the near term.,General,Task
2835,Task,T0822,Submit information requests to collection requirement management section for processing as collection requests.,General,Task
2837,Task,T0823,Submit or respond to requests for deconfliction of cyber operations.,General,Task
2839,Task,T0337,"Supervise and assign work to programmers, designers, technologists and technicians, and other engineering and scientific personnel.",General,Task
2840,Task,T0824,Support identification and documentation of collateral effects.,General,Task
2843,Task,T0825,Synchronize cyber international engagement activities and associated resource requirements as appropriate.,General,Task
2844,Task,T0826,Synchronize cyber portions of security cooperation plans.,General,Task
2845,Task,T0827,Synchronize the integrated employment of all available organic and partner intelligence collection assets using available collaboration capabilities and techniques.,General,Task
2846,Task,T0828,Test and evaluate locally developed tools for operational use.,General,Task
2849,Task,T0829,Test internal developed tools and techniques against target tools.,General,Task
2856,Task,T0830,"Track status of information requests, including those processed as collection requests and production requirements, using established procedures.",General,Task
2857,Task,T0831,Translate collection requests into applicable discipline-specific collection requirements.,General,Task
2867,Task,T0832,"Use feedback results (e.g., lesson learned) to identify opportunities to improve collection management efficiency and effectiveness.",General,Task
2875,Task,T0833,Validate requests for information according to established criteria.,General,Task
2881,Task,T0834,"Work closely with planners, intelligence analysts, and collection managers to ensure intelligence requirements and collection plans are accurate and up-to-date.",General,Task
2882,Task,T0835,"Work closely with planners, analysts, and collection managers to identify intelligence gaps and ensure intelligence requirements are accurate and up-to-date.",General,Task
2887,Task,T0338,Write detailed functional specifications that document the architecture development process.,General,Task
2888,Task,T0836,Document lessons learned that convey the results of events and/or exercises.,General,Task
2890,Task,T0837,Advise managers and operators on language and cultural issues that impact organization objectives.,General,Task
2891,Task,T0838,Analyze and process information using language and/or cultural expertise.,General,Task
2893,Task,T0839,"Assess, document, and apply a target's motivation and/or frame of reference to facilitate analysis, targeting and collection opportunities.",General,Task
2894,Task,T0840,"Collaborate across internal and/or external organizational lines to enhance collection, analysis and dissemination.",General,Task
2896,Task,T0841,Conduct all-source target research to include the use of open source materials in the target language.,General,Task
2897,Task,T0842,Conduct analysis of target communications to identify essential information in support of organization objectives.,General,Task
2901,Task,T0843,Perform quality review and provide feedback on transcribed or translated materials.,General,Task
2902,Task,T0844,"Evaluate and interpret metadata to look for patterns, anomalies, or events, thereby optimizing targeting, analysis and processing.",General,Task
2904,Task,T0845,Identify cyber threat tactics and methodologies.,General,Task
2905,Task,T0846,Identify target communications within the global network.,General,Task
2906,Task,T0847,"Maintain awareness of target communication tools, techniques, and the characteristics of target communication networks (e.g., capacity, functionality, paths, critical nodes) and their potential implications for targeting, collection, and analysis.",General,Task
2909,Task,T0848,Provide feedback to collection managers to enhance future collection and analysis.,General,Task
2910,Task,T0849,Perform foreign language and dialect identification in initial source data.,General,Task
2912,Task,T0850,Perform or support technical network analysis and mapping.,General,Task
2916,Task,T0851,Provide requirements and feedback to optimize the development of language processing tools.,General,Task
2919,Task,T0852,Perform social network analysis and document as appropriate.,General,Task
2921,Task,T0853,"Scan, identify and prioritize target graphic (including machine-to-machine communications) and/or voice language material.",General,Task
2922,Task,T0854,Tip critical or time-sensitive information to appropriate customers.,General,Task
2923,Task,T0855,Transcribe target voice materials in the target language.,General,Task
2924,Task,T0856,"Translate (e.g., verbatim, gists, and/or summaries) target graphic material.",General,Task
2925,Task,T0857,"Translate (e.g., verbatim, gists, and/or summaries) target voice material.",General,Task
2927,Task,T0858,"Identify foreign language terminology within computer programs (e.g., comments, variable names).",General,Task
2930,Task,T0859,"Provide near-real time language analysis support (e.g., live operations).",General,Task
2931,Task,T0860,Identify cyber/technology-related terminology in the target language.,General,Task
5000,Task,T0339,Leads efforts to promote the organization's use of knowledge management and information sharing.,General,Task
5010,Task,T0340,"Act as a primary stakeholder in the underlying information technology (IT) operational processes and functions that support the service, provide direction and monitor all significant activities so the service is delivered successfully.",General,Task
5020,Task,T0341,"Advocate for adequate funding for cyber training resources, to include both internal and industry-provided courses, instructors, and related materials.",General,Task
5030,Task,T0342,Analyze data sources to provide actionable recommendations.,General,Task
5040,Task,T0343,"Analyze the crisis situation to ensure public, personal, and resource protection.",General,Task
5050,Task,T0344,Assess all the configuration management (change configuration/release management) processes.,General,Task
5060,Task,T0345,"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",General,Task
5070,Task,T0346,"Assess the behavior of the individual victim, witness, or suspect as it relates to the investigation.",General,Task
5080,Task,T0347,Assess the validity of source data and subsequent findings.,General,Task
5090,Task,T0348,Assist in assessing the impact of implementing and sustaining a dedicated cyber defense infrastructure.,General,Task
5100,Task,T0349,Collect metrics and trending data.,General,Task
5110,Task,T0350,"Conduct a market analysis to identify, assess, and recommend commercial, GOTS, and open source products for use within a system and ensure recommended products are in compliance with organization's evaluation and validation requirements.",General,Task
5120,Task,T0351,Conduct hypothesis testing using statistical processes.,General,Task
5130,Task,T0352,Conduct learning needs assessments and identify requirements.,General,Task
5140,Task,T0353,"Confer with systems analysts, engineers, programmers and others to design applications.",General,Task
5150,Task,T0354,Coordinate and manage the overall service provided to a customer end-to-end.,General,Task
5160,Task,T0355,Coordinate with internal and external subject matter experts to ensure existing qualification standards reflect organizational functional requirements and meet industry standards.,General,Task
5170,Task,T0356,Coordinate with organizational manpower stakeholders to ensure appropriate allocation and distribution of human capital assets.,General,Task
5180,Task,T0357,Create interactive learning exercises to create an effective learning environment.,General,Task
5190,Task,T0358,Design and develop system administration and management functionality for privileged access users.,General,Task
5200,Task,T0359,"Design, implement, test, and evaluate secure interfaces between information systems, physical systems, and/or embedded technologies.",General,Task
5200A,Task,T0359,"Design, implement, assess, and evaluate secure interfaces between information systems, physical systems, and/or embedded technologies.",General,Task
5210,Task,T0360,Determine the extent of threats and recommend courses of action and countermeasures to mitigate risks.,General,Task
5220,Task,T0361,Develop and facilitate data-gathering methods.,General,Task
5230,Task,T0362,Develop and implement standardized position descriptions based on established cyber work roles.,General,Task
5240,Task,T0363,"Develop and review recruiting, hiring, and retention procedures in accordance with current Human Resource (HR) policies.",General,Task
5250,Task,T0364,Develop cyber career field classification structure to include establishing career field entry requirements and other nomenclature such as codes and identifiers.,General,Task
5260,Task,T0365,Develop or assist in the development of training policies and protocols for cyber training.,General,Task
5270,Task,T0366,Develop strategic insights from large data sets.,General,Task
5280,Task,T0367,Develop the goals and objectives for cyber curriculum.,General,Task
5290,Task,T0368,Ensure cyber career fields are managed in accordance with organizational Human Resource (HR) policies and directives.,General,Task
5300,Task,T0369,"Ensure cyber workforce management policies and processes comply with legal and organizational requirements regarding equal opportunity, diversity, and fair hiring/employment practices.",General,Task
5310,Task,T0370,Ensure that appropriate SLAs and underpinning contracts have been defined that clearly set out for the customer a description of the service and the measures for monitoring the service.,General,Task
5320,Task,T0371,"Establish acceptable limits for the software application, network, or system.",General,Task
5330,Task,T0372,"Establish and collect metrics to monitor and validate cyber workforce readiness including analysis of cyber workforce data to assess the status of positions identified, filled, and filled with qualified personnel.",General,Task
5340,Task,T0373,Establish and oversee waiver processes for cyber career field entry and training qualification requirements.,General,Task
5350,Task,T0374,"Establish cyber career paths to allow career progression, deliberate development, and growth within and between cyber career fields.",General,Task
5360,Task,T0375,"Establish manpower, personnel, and qualification data element standards to support cyber workforce management and reporting requirements.",General,Task
5370,Task,T0376,"Establish, resource, implement, and assess cyber workforce management programs in accordance with organizational requirements.",General,Task
5380,Task,T0377,Gather feedback on customer satisfaction and internal service performance to foster continual improvement.,General,Task
5400,Task,T0378,Incorporates risk-driven systems maintenance updates process to address system deficiencies (periodically and out of cycle).,General,Task
5410,Task,T0379,"Manage the internal relationship with information technology (IT) process owners supporting the service, assisting with the definition and agreement of operating level agreements (OLAs).",General,Task
5420,Task,T0380,"Plan instructional strategies such as lectures, demonstrations, interactive exercises, multimedia presentations, video courses, web-based courses for most effective learning environment In conjunction with educators and trainers.",General,Task
5430,Task,T0381,Present technical information to technical and non-technical audiences.,General,Task
5440,Task,T0382,Present data in creative formats.,General,Task
5550,Task,T0383,Program custom algorithms.,General,Task
5560,Task,T0384,"Promote awareness of cyber policy and strategy as appropriate among management and ensure sound principles are reflected in the organization's mission, vision, and goals.",General,Task
5570,Task,T0385,Provide actionable recommendations to critical stakeholders based on data analysis and findings.,General,Task
5580,Task,T0386,Provide criminal investigative support to trial counsel during the judicial process.,General,Task
5590,Task,T0387,Review and apply cyber career field qualification standards.,General,Task
5600,Task,T0388,Review and apply organizational policies related to or having an effect on the cyber workforce.,General,Task
5610,Task,T0389,"Review service performance reports identifying any significant issues and variances, initiating, where necessary, corrective actions and ensuring that all outstanding issues are followed up.",General,Task
5620,Task,T0390,Review/Assess cyber workforce effectiveness to adjust skill and/or qualification standards.,General,Task
5630,Task,T0391,Support integration of qualified cyber workforce personnel into information systems lifecycle development processes.,General,Task
5640,Task,T0392,"Utilize technical documentation or resources to implement a new mathematical, data science, or computer science method.",General,Task
5650,Task,T0393,Validate specifications and requirements for testability.,General,Task
5660,Task,T0394,"Work with other service managers and product owners to balance and prioritize services to meet overall customer requirements, constraints, and objectives.",General,Task
5670,Task,T0395,Write and publish after action reviews.,General,Task
5690,Task,T0396,Process image with appropriate tools depending on analyst’s goals.,General,Task
5700,Task,T0397,Perform Windows registry analysis.,General,Task
5720,Task,T0398,Perform file and registry monitoring on the running system after identifying intrusion via dynamic analysis.,General,Task
5730,Task,T0399,Enter media information into tracking database (e.g. Product Tracker Tool) for digital media that has been acquired.,General,Task
5740,Task,T0400,Correlate incident data and perform cyber defense reporting.,General,Task
5760,Task,T0401,Maintain deployable cyber defense toolkit (e.g. specialized cyber defense software/hardware) to support IRT mission.,General,Task
5761,Task,T0907,Account for and administer individual requests for release or disclosure of personal and/or protected information.,General,Task
5762,Task,T0879,Act as a liaison to the information systems department.,General,Task
5763,Task,T0910,"Act as, or work with, counsel relating to business partner contracts.",General,Task
5764,Task,T0913,"Administer action on all complaints concerning the organization’s privacy policies and procedures in coordination and collaboration with other similar functions and, when necessary, legal counsel.",General,Task
5765,Task,T0875,Assist the Security Officer with the development and implementation of an information infrastructure.,General,Task
5766,Task,T0901,"Assure that the use of technologies maintain, and do not erode, privacy protections on use, collection and disclosure of personal information.",General,Task
5767,Task,T0871,Collaborate on cyber privacy and security policies and procedures.,General,Task
5768,Task,T0872,Collaborate with cybersecurity personnel on the security risk assessment process to address privacy compliance and risk mitigation.,General,Task
5769,Task,T0882,Conduct on-going privacy training and awareness activities.,General,Task
5770,Task,T0904,Conduct periodic information privacy impact assessments and ongoing compliance monitoring activities in coordination with the organization’s other compliance and operational assessment functions.,General,Task
5771,Task,T0903,"Conduct privacy impact assessments of proposed rules on the privacy of personal information, including the type of personal information collected and the number of people affected.",General,Task
5772,Task,T0863,"Coordinate with the appropriate regulating bodies to ensure that programs, policies and procedures involving civil rights, civil liberties and privacy considerations are addressed in an integrated and comprehensive manner.",General,Task
5773,Task,T0917,Coordinate with the Chief Information Security Officer to ensure alignment between security and privacy practices.,General,Task
5774,Task,T0876,Coordinate with the Corporate Compliance Officer re: procedures for documenting and reporting self-disclosures of any evidence of privacy violations.,General,Task
5775,Task,T0912,Develop and apply corrective action procedures.,General,Task
5776,Task,T0892,Develop and coordinate a risk management and compliance framework for privacy.,General,Task
5777,Task,T0894,Develop and manage enterprise-wide procedures to ensure the development of new products and services is consistent with company privacy policies and legal obligations.,General,Task
5778,Task,T0908,Develop and manage procedures for vetting and auditing vendors for compliance with the privacy and data security policies and legal requirements.,General,Task
5779,Task,T0880,"Develop privacy training materials and other communications to increase employee understanding of company privacy policies, data handling practices and procedures and legal obligations.",General,Task
5780,Task,T0888,Direct and oversee privacy specialists and coordinate privacy and data security programs with senior executives globally to ensure consistency across the organization.,General,Task
5781,Task,T0867,Ensure all processing and/or databases are registered with the local privacy/data protection authorities where required.,General,Task
5782,Task,T0889,"Ensure compliance with privacy practices and consistent application of sanctions for failure to comply with privacy policies for all individuals in the organization’s workforce, extended workforce and for all business associates in cooperation with Human Resources, the information security officer, administration and legal counsel as applicable.",General,Task
5783,Task,T0919,"Ensure that the company maintains appropriate privacy and confidentiality notices, consent and authorization forms, and materials.",General,Task
5784,Task,T0895,"Establish a process for receiving, documenting, tracking, investigating and taking action on all complaints concerning the organization’s privacy policies and procedures.",General,Task
5785,Task,T0898,Establish an internal privacy audit program.,General,Task
5786,Task,T0896,"Establish with management and operations a mechanism to track access to protected health information, within the purview of the organization and as required by law and to allow qualified individuals to review or receive a report on such activity.",General,Task
5787,Task,T0918,"Establish, implement and maintains organization-wide policies and procedures to comply with privacy regulations.",General,Task
5788,Task,T0915,Identify and correct potential company compliance gaps and/or areas of risk to ensure full compliance with privacy regulations.,General,Task
5789,Task,T0873,"Interface with Senior Management to develop strategic plans for the collection, use and sharing of information in a manner that maximizes its value while complying with applicable privacy regulations.",General,Task
5790,Task,T0864,Liaise with regulatory and accrediting bodies.,General,Task
5791,Task,T0866,"Maintain current knowledge of applicable federal and state privacy laws and accreditation standards, and monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.",General,Task
5792,Task,T0916,"Manage privacy incidents and breaches in conjunction with the Privacy Officer, Chief Information Security Officer, legal counsel, and the business units.",General,Task
5793,Task,T0911,Mitigate effects of a use or disclosure of personal information by employees or business partners.,General,Task
5794,Task,T0902,Monitor systems development and operations for security and privacy compliance.,General,Task
5795,Task,T0881,"Oversee, direct, deliver or ensure delivery of initial privacy training and orientation to all employees, volunteers, contractors, alliances, business associates and other appropriate third parties.",General,Task
5796,Task,T0909,"Participate in the implementation and ongoing compliance monitoring of all trading partner and business associate agreements, to ensure all privacy concerns, requirements, and responsibilities are addressed.",General,Task
